Title,Body HTML,Vendor,URL
"Gray Tools 18mm Combination Fixed Head Ratcheting Wrench, Stainless Steel Finish",,gray_tools,https://www.staples.ca/products/1636830-en-gray-tools-18mm-combination-fixed-head-ratcheting-wrench-stainless-steel-finish
"OtterBox – Étui Symmetry pour iPhone 6/6S, transparent (7755129)",L'étui Symmetry pour l'iPhone 6/6S d'Apple est un étui de poche élégant et convivial. L'étui Symmetry offre une variété de couleurs et de motifs pour faire en sorte que votre téléphone se démarque de la foule. La construction bi-matière absorbe les chocs et offre une protection chic contre les chutes. Le bord biseauté surélevé de l'étui Symmetry offre une protection supplémentaire à votre écran tactile.,otterbox,https://www.staples.ca/products/2909615-fr-otterbox-etui-symmetry-pour-iphone-66s-transparent-7755129
"Gray Tools – Clé polygonale de 10 x 11 mm, 12 points, chrome miroir",,gray_tools,https://www.staples.ca/products/1636220-fr-gray-tools-cle-polygonale-de-10-x-11-mm-12-points-chrome-miroir
"Gray Tools Combination Wrench 1-1/8"", 12 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1637344-en-gray-tools-combination-wrench-1-18-12-point-mirror-chrome-finish
"ESR – Étui support pour iPhone X à protection contre les chutes de niveau militaire, or rose",iPhone X,esr_gear,https://www.staples.ca/products/2907342-fr-esr-etui-support-pour-iphone-x-a-protection-contre-les-chutes-de-niveau-militaire-or-rose
"Gray Tools 3/4"" Ratcheting Tube Wrench, 12 Point, Black Finish",,gray_tools,https://www.staples.ca/products/1637051-en-gray-tools-34-ratcheting-tube-wrench-12-point-black-finish
"Gray Tools – Clé mixte, 10 mm, 12 pans, fini chromé miroir",,gray_tools,https://www.staples.ca/products/1636210-fr-gray-tools-cle-mixte-10-mm-12-pans-fini-chrome-miroir
"Gray Tools 65mm Striking Face Box Wrench, 45Deg Offset Head",,gray_tools,https://www.staples.ca/products/1637815-en-gray-tools-65mm-striking-face-box-wrench-45deg-offset-head
"Gray Tools – Clé plate polygonale à cliquet de 3/8 X 7/16 po, 6 pans, fini chromé miroir",,gray_tools,https://www.staples.ca/products/1636268-fr-gray-tools-cle-plate-polygonale-a-cliquet-de-38-x-716-po-6-pans-fini-chrome-miroir
"Grip-on – Pince-étau de 10 po, ouverture de la mâchoire de 2 7/16 po, mors incurvés",,grip_on,https://www.staples.ca/products/1636218-fr-grip-on-pince-etau-de-10-po-ouverture-de-la-machoire-de-2-716-po-mors-incurves
"Dynamic Tools – Clé à combinaison à 12 points, série Contractor, fini satiné, 1 1/8",,dynamic,https://www.staples.ca/products/1571426-fr-dynamic-tools-cle-a-combinaison-a-12-points-serie-contractor-fini-satine-1-18
"Dynamic Tools – Clé mixte à prise de 12 pans, 22mm, série Contractor, finition satinée",,dynamic,https://www.staples.ca/products/1571402-fr-dynamic-tools-cle-mixte-a-prise-de-12-pans-22mm-serie-contractor-finition-satinee
"Gray Tools 3/4""x 7/8"" 12 Point, 25Deg Offset Ratcheting Box Wrench, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1637034-en-gray-tools-34x-78-12-point-25deg-offset-ratcheting-box-wrench-mirror-chrome-finish
"Gray Tools – Pince à bec effilé de 6 1/4 po avec poignées en vinyle, mâchoire de 2 po",,gray_tools,https://www.staples.ca/products/1636728-fr-gray-tools-pince-a-bec-effile-de-6-14-po-avec-poignees-en-vinyle-machoire-de-2-po
"Grip-on 8"" Ergo grip Long Nose Locking Plier",,grip_on,https://www.staples.ca/products/1637070-en-grip-on-8-ergo-grip-long-nose-locking-plier
"Gray Tools 16mm X 18mm Double Box End, Flex Head Ratcheting Wrench, Stainless Steel Finish",,gray_tools,https://www.staples.ca/products/1637086-en-gray-tools-16mm-x-18mm-double-box-end-flex-head-ratcheting-wrench-stainless-steel-finish
"Gray Tools Water Pump Pliers, 10-1/4"" Long, 1-1/2"" Jaw",,gray_tools,https://www.staples.ca/products/1636833-en-gray-tools-water-pump-pliers-10-14-long-1-12-jaw
"Dynamic Tools – Clé mixte de 7/8 po à 12 points, Contractor Series, fini satiné",,dynamic,https://www.staples.ca/products/1571422-fr-dynamic-tools-cle-mixte-de-78-po-a-12-points-contractor-series-fini-satine
"Gray Tools Combination Wrench 11/32"", 6 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1636117-en-gray-tools-combination-wrench-1132-6-point-mirror-chrome-finish
"Gray Tools – Clé mixte de 6 mm, 12 pans, fini en chrome satiné",,gray_tools,https://www.staples.ca/products/1623551-fr-gray-tools-cle-mixte-de-6-mm-12-pans-fini-en-chrome-satine
"Gray Tools Combination Wrench 1/2"", 6 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1636158-en-gray-tools-combination-wrench-12-6-point-mirror-chrome-finish
"Grip-on 7"" Locking Pliers, 1-7/8"" Jaw Opening, Curved Jaws",,grip_on,https://www.staples.ca/products/1636141-en-grip-on-7-locking-pliers-1-78-jaw-opening-curved-jaws
"Gray Tools – Clé mixte de 15 mm, 12 pans, fini noir oxydé",,gray_tools,https://www.staples.ca/products/1636265-fr-gray-tools-cle-mixte-de-15-mm-12-pans-fini-noir-oxyde
"Gray Tools Combination Wrench 7/16"", 6 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1636127-en-gray-tools-combination-wrench-716-6-point-mirror-chrome-finish
"Gray Tools 6mm Stubby Combination Wrench, 12 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1636111-en-gray-tools-6mm-stubby-combination-wrench-12-point-mirror-chrome-finish
"Grip-on – Pince-étau 6 po, ouverture de mâchoire de 2 1/8 po, long bec",,grip_on,https://www.staples.ca/products/1636219-fr-grip-on-pince-etau-6-po-ouverture-de-machoire-de-2-18-po-long-bec
"Gray Tools – Articulation à boutonnière, 6 1/2 po de long, 1/4 po mâchoire",,gray_tools,https://www.staples.ca/products/1636277-fr-gray-tools-articulation-a-boutonniere-6-12-po-de-long-14-po-machoire
"Dynamic Tools – Clé à cliquet polygonale double, 3/4 x 7/8 po, 15 degrés",,dynamic,https://www.staples.ca/products/1571501-fr-dynamic-tools-cle-a-cliquet-polygonale-double-34-x-78-po-15-degres
"Gray Tools 6-1/2"" Side Cutting, Diamond Slim Nose Pliers, With Vinyl Grips, 7/8"" Jaw",,gray_tools,https://www.staples.ca/products/1636804-en-gray-tools-6-12-side-cutting-diamond-slim-nose-pliers-with-vinyl-grips-78-jaw
"ESR Essential iPhone X Case Ultra Thin Soft TPU Back, Clear",iPhone X,esr_gear,https://www.staples.ca/products/2907354-en-esr-essential-iphone-x-case-ultra-thin-soft-tpu-back-clear
"ESR Kickstand iPhone X Case Millitary Drop Protection, Rose Gold",iPhone X,esr_gear,https://www.staples.ca/products/2907342-en-esr-kickstand-iphone-x-case-millitary-drop-protection-rose-gold
"Grip-on 9"" Locking U-clamp, 2-15/16"" Jaw Opening",,grip_on,https://www.staples.ca/products/1636593-en-grip-on-9-locking-u-clamp-2-1516-jaw-opening
"OtterBox – Étui Defender pour iPhone 6/6S, noir (7754912)","La série Defender est une protection robuste et indispensable pour les téléphones intelligents. Cet étui est fabriqué d'une membrane protectrice transparente, d'une coquille en polycarbonate très résistant et de silicone durable. L'étui fournit une protection accrue contre la poussière et les égratignures, chutes, bosses et impacts.",otterbox,https://www.staples.ca/products/2909614-fr-otterbox-etui-defender-pour-iphone-66s-noir-7754912
"Dynamic Tools – Clé mixte à prise de 12 pans, 24mm, série Contractor, finition satinée",,dynamic,https://www.staples.ca/products/1571404-fr-dynamic-tools-cle-mixte-a-prise-de-12-pans-24mm-serie-contractor-finition-satinee
"Gray Tools Cable Cutter, 9-1/2"" Long, For Battery Cables & Other Soft Metal Cables",,gray_tools,https://www.staples.ca/products/1637055-en-gray-tools-cable-cutter-9-12-long-for-battery-cables-other-soft-metal-cables
"Dynamic Tools – Ensemble de 12 clés à cliquet mixtes réversibles, métriques, 8-19 mm",,dynamic,https://www.staples.ca/products/1571517-fr-dynamic-tools-ensemble-de-12-cles-a-cliquet-mixtes-reversibles-metriques-8-19-mm
"Gray Tools 14mm X 15mm Double Box End, Flex Head Ratcheting Wrench, Stainless Steel Finish",,gray_tools,https://www.staples.ca/products/1637040-en-gray-tools-14mm-x-15mm-double-box-end-flex-head-ratcheting-wrench-stainless-steel-finish
"Gray Tools – Étau à tuyau, 1 1/4 po. Capacité, 9 1/4 po de long",,gray_tools,https://www.staples.ca/products/1636977-fr-gray-tools-etau-a-tuyau-1-14-po-capacite-9-14-po-de-long
"Gray Tools Combination Wrench 7/8"", 6 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1636823-en-gray-tools-combination-wrench-78-6-point-mirror-chrome-finish
"Gray Tools – Clé mixte de 3/8 po, 12 pans, fini chromé brillant",,gray_tools,https://www.staples.ca/products/1636197-fr-gray-tools-cle-mixte-de-38-po-12-pans-fini-chrome-brillant
"Dynamic Tools – Clé dynamométrique à prise de 3/8 po, 20-100 pi-lb, 32 dents",,dynamic,https://www.staples.ca/products/1571507-fr-dynamic-tools-cle-dynamometrique-a-prise-de-38-po-20-100-pi-lb-32-dents
"Gray Tools – Clé mixte de 27 mm, 12 pans, fini en chrome satiné",,gray_tools,https://www.staples.ca/products/1637228-fr-gray-tools-cle-mixte-de-27-mm-12-pans-fini-en-chrome-satine
"Gray Tools 5-1/4"" Side Cutting, Diamond Slim Nose Pliers, With Vinyl Grips, 3/4"" Jaw",,gray_tools,https://www.staples.ca/products/1636848-en-gray-tools-5-14-side-cutting-diamond-slim-nose-pliers-with-vinyl-grips-34-jaw
"Grip-on 12"" Locking Pliers, 2-15/16"" Jaw Opening, Groovy Grip",,grip_on,https://www.staples.ca/products/1636822-en-grip-on-12-locking-pliers-2-1516-jaw-opening-groovy-grip
"Gray Tools – Clé mixte courte de 13 mm à 12 pans, fini chromé brillant",,gray_tools,https://www.staples.ca/products/1636194-fr-gray-tools-cle-mixte-courte-de-13-mm-a-12-pans-fini-chrome-brillant
"Gray Tools Combination Wrench 7/8"", 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1636832-en-gray-tools-combination-wrench-78-12-point-satin-chrome-finish
"OtterBox – Étui Symmetry pour iPhone 6/6S, noir (7754941)",L'étui Symmetry pour l'iPhone 6/6S d'Apple est un étui de poche élégant et convivial. L'étui Symmetry offre une variété de couleurs et de motifs pour faire en sorte que votre téléphone se démarque de la foule. La construction bi-matière absorbe les chocs et offre une protection chic contre les chutes. Le bord biseauté surélevé de l'étui Symmetry offre une protection supplémentaire à votre écran tactile.,otterbox,https://www.staples.ca/products/2909611-fr-otterbox-etui-symmetry-pour-iphone-66s-noir-7754941
"Gray Tools 7mm X 8mm 6 Point, 25Deg Offset Ratcheting Box Wrench, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1636427-en-gray-tools-7mm-x-8mm-6-point-25deg-offset-ratcheting-box-wrench-mirror-chrome-finish
"Gray Tools 17mm Stubby Combination Wrench, 12 Point, Mirror Chrome Finish","Gray Tools 17mm Stubby Combination Wrench, 12 Point, Mirror Chrome Finish",gray_tools,https://www.staples.ca/products/1636397-en-gray-tools-17mm-stubby-combination-wrench-12-point-mirror-chrome-finish
"Gray Tools 8mm X 9mm Double Box End, Flex Head Ratcheting Wrench, Stainless Steel Finish",,gray_tools,https://www.staples.ca/products/1636856-en-gray-tools-8mm-x-9mm-double-box-end-flex-head-ratcheting-wrench-stainless-steel-finish
Gray Tools 5 Piece Master Plier Set,Gray Tools 5 Piece Master Plier Set,gray_tools,https://www.staples.ca/products/1637788-en-gray-tools-5-piece-master-plier-set
"Pince-étau avec prise de 12 po, à mâchoire de 5 1/16 po, à long bec",,grip_on,https://www.staples.ca/products/1636717-fr-pince-etau-avec-prise-de-12-po-a-machoire-de-5-116-po-a-long-bec
"Gray Tools Combination Wrench 15/16"", 12 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1637029-en-gray-tools-combination-wrench-1516-12-point-mirror-chrome-finish
"Gray Tools Combination Wrench 50mm, 12 Point, Black Oxide Finish",,gray_tools,https://www.staples.ca/products/1637811-en-gray-tools-combination-wrench-50mm-12-point-black-oxide-finish
"Gray Tools Mobea Heater Hose Clamp Plier, 9"" Long",,gray_tools,https://www.staples.ca/products/1636590-en-gray-tools-mobea-heater-hose-clamp-plier-9-long
"Gray Tools 14mm Combination Fixed Head Ratcheting Wrench, Stainless Steel Finish",,gray_tools,https://www.staples.ca/products/1636602-en-gray-tools-14mm-combination-fixed-head-ratcheting-wrench-stainless-steel-finish
"Gray Tools – Clé mixte, 12 mm, 6 pans, fini chromé miroir",,gray_tools,https://www.staples.ca/products/1636199-fr-gray-tools-cle-mixte-12-mm-6-pans-fini-chrome-miroir
"Gray Tools Combination Wrench 23mm, 12 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1637057-en-gray-tools-combination-wrench-23mm-12-point-mirror-chrome-finish
"Gray Tools – Clé polygonale ouverte en patte-d’oie de 32 mm, prise 1/2 po, fini chromé",,gray_tools,https://www.staples.ca/products/1636963-fr-gray-tools-cle-polygonale-ouverte-en-patte-doie-de-32-mm-prise-12-po-fini-chrome
"Dynamic Tools – Clé à combinaison à 12 points, série Contractor, fini satiné, 30 mm",,dynamic,https://www.staples.ca/products/1571410-fr-dynamic-tools-cle-a-combinaison-a-12-points-serie-contractor-fini-satine-30-mm
"ESR Twinkler iPhone 8 Plus/7 Plus Case Ultra Thin Soft TPU Back, Black",iPhone 8 Plus/7 Plus,esr_gear,https://www.staples.ca/products/2907353-en-esr-twinkler-iphone-8-plus7-plus-case-ultra-thin-soft-tpu-back-black
"Gray Tools Combination Wrench 4"", 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1638239-en-gray-tools-combination-wrench-4-12-point-satin-chrome-finish
"Grip-on 10"" Locking Chain Clamp, 6-1/4"" Jaw Opening",,grip_on,https://www.staples.ca/products/1637032-en-grip-on-10-locking-chain-clamp-6-14-jaw-opening
"Gray Tools – Clé à fourche de 3/4 x 7/8 po, angle de tête de 15 degrés, fini chromé brillant",,gray_tools,https://www.staples.ca/products/1636513-fr-gray-tools-cle-a-fourche-de-34-x-78-po-angle-de-tete-de-15-degres-fini-chrome-brillant
"Gray Tools 1/2"" Drive, 13/16"" Flare Nut Crow Foot Wrench, Chrome Finish","Gray Tools 1/2"" Drive, 13/16"" Flare Nut Crow Foot Wrench, Chrome Finish",gray_tools,https://www.staples.ca/products/1636379-en-gray-tools-12-drive-1316-flare-nut-crow-foot-wrench-chrome-finish
"Grip-on 12"" Locking Pliers, 2-15/16"" Jaw Opening, Curved Jaws",,grip_on,https://www.staples.ca/products/1636586-en-grip-on-12-locking-pliers-2-1516-jaw-opening-curved-jaws
"Grip-on 10"" Locking Pliers, 2-5/16"" Jaw Opening, Omnium Grip","Grip-on 10"" Locking Pliers, 2-5/16"" Jaw Opening, Omnium Grip",grip_on,https://www.staples.ca/products/1636421-en-grip-on-10-locking-pliers-2-516-jaw-opening-omnium-grip
"Gray Tools 2-7/8"" Striking Face Box Wrench, 45Deg Offset Head","Gray Tools 2-7/8"" Striking Face Box Wrench, 45Deg Offset Head",gray_tools,https://www.staples.ca/products/1637803-en-gray-tools-2-78-striking-face-box-wrench-45deg-offset-head
"Dynamic Tools – Clé mixte de 1 po à 12 points, Contractor Series, fini satiné",,dynamic,https://www.staples.ca/products/1571424-fr-dynamic-tools-cle-mixte-de-1-po-a-12-points-contractor-series-fini-satine
"Gray Tools – Clé mixte de 21 mm, 12 pans, fini en oxyde noir",,gray_tools,https://www.staples.ca/products/1636716-fr-gray-tools-cle-mixte-de-21-mm-12-pans-fini-en-oxyde-noir
"Gray Tools 19 Piece 12 Point SAE, Mirror Chrome & Satin Combination Wrench Set, 3/8""-1-5/8""","Gray Tools 19 Piece 12 Point SAE, Mirror Chrome &amp; Satin Combination Wrench Set, 3/8""-1-5/8""",gray_tools,https://www.staples.ca/products/1638235-en-gray-tools-19-piece-12-point-sae-mirror-chrome-satin-combination-wrench-set-38-1-58
"Dynamic Tools – Ensemble de 5 clés à cliquet polygonales doubles réversibles, coudées à 15 degrés, SAE",,dynamic,https://www.staples.ca/products/1571523-fr-dynamic-tools-ensemble-de-5-cles-a-cliquet-polygonales-doubles-reversibles-coudees-a-15-degres-sae
"Gray Tools 1-7/16"" 12 Point, Flat Ratcheting Single Box Wrench, Vinyl Grip","Gray Tools 1-7/16"" 12 Point, Flat Ratcheting Single Box Wrench, Vinyl Grip",gray_tools,https://www.staples.ca/products/1637762-en-gray-tools-1-716-12-point-flat-ratcheting-single-box-wrench-vinyl-grip
"Gray Tools 1-5/8"" 12 Point, Flat Ratcheting Single Box Wrench, Vinyl Grip","Gray Tools 1-5/8"" 12 Point, Flat Ratcheting Single Box Wrench, Vinyl Grip",gray_tools,https://www.staples.ca/products/1637779-en-gray-tools-1-58-12-point-flat-ratcheting-single-box-wrench-vinyl-grip
LBT Switch Wallet Case with Magnet Vent Holder for iPhone XR - Carbon Ultra Violet,"3 in 1 case - wallet case, form fitted case &amp; car mount. Inner case and outer flip card slot case are easy to combine and remove by magnet, easily operates the detachable magnetic flip cover. Also can be separated as a simple case to protect your phone. The card slot holds 3 cards securely",exian,https://www.staples.ca/products/2918814-en-lbt-switch-wallet-case-with-magnet-vent-holder-for-iphone-xr-carbon-ultra-violet
"Gray Tools - Pince à bec pointu et à bras de leviers puissants, poignée à prise confortable, 9 po de long, mâchoire de 2 po",,gray_tools,https://www.staples.ca/products/1636457-fr-gray-tools-pince-a-bec-pointu-et-a-bras-de-leviers-puissants-poignee-a-prise-confortable-9-po-de-long-machoire-de-2-po
"Gray Tools – Clé à molette ajustable de 10 po, fini oxyde noir",,gray_tools,https://www.staples.ca/products/1636702-fr-gray-tools-cle-a-molette-ajustable-de-10-po-fini-oxyde-noir
"Gray Tools – Clé mixte, 9/16 po, 12 pans, fini chromé satiné",,gray_tools,https://www.staples.ca/products/1636280-fr-gray-tools-cle-mixte-916-po-12-pans-fini-chrome-satine
"Gray Tools 46mm Strike-free Leverage Wrench, 45Deg Offset Head",,gray_tools,https://www.staples.ca/products/1637534-en-gray-tools-46mm-strike-free-leverage-wrench-45deg-offset-head
"Dynamic Tools – Clé à cliquet à extrémité fermée double, 3/4 x 7/8 po",,dynamic,https://www.staples.ca/products/1571506-fr-dynamic-tools-cle-a-cliquet-a-extremite-fermee-double-34-x-78-po
"Gray Tools – Pince à dénuder/couper, 5 po de long, WAG 20-10",,gray_tools,https://www.staples.ca/products/1623483-fr-gray-tools-pince-a-denudercouper-5-po-de-long-wag-20-10
"Gray Tools – Clé polygonale à cliquet oblique, 6 pans, 1/2 larg. x 9/16 po, 25 degrés, finition chromée miroir",,gray_tools,https://www.staples.ca/products/1636723-fr-gray-tools-cle-polygonale-a-cliquet-oblique-6-pans-12-larg-x-916-po-25-degres-finition-chromee-miroir
"GearWrenchMD – Ensemble de clés à ergots, métrique, 10 pièces",,gearwrench,https://www.staples.ca/products/1412516-fr-gearwrenchmd-ensemble-de-cles-a-ergots-metrique-10-pieces
"Gray Tools Combination Wrench 3-1/16"", 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1638161-en-gray-tools-combination-wrench-3-116-12-point-satin-chrome-finish
"Gray Tools 9mm X 11mm 6 Point, Mirror Chrome, Flare Nut Wrench",,gray_tools,https://www.staples.ca/products/1636392-en-gray-tools-9mm-x-11mm-6-point-mirror-chrome-flare-nut-wrench
"Dynamic Tools – Ensemble de clés à combinaison métriques, fini chromé miroir, 9 à 19 mm, 11 pièces",,dynamic,https://www.staples.ca/products/1571514-fr-dynamic-tools-ensemble-de-cles-a-combinaison-metriques-fini-chrome-miroir-9-a-19-mm-11-pieces
"Gray Tools Combination Wrench 3-3/8"", 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1638188-en-gray-tools-combination-wrench-3-38-12-point-satin-chrome-finish
"Gray Tools – Pince de coupe latérale, 6 po de long, mâchoire de 3/4 po",,gray_tools,https://www.staples.ca/products/1636515-fr-gray-tools-pince-de-coupe-laterale-6-po-de-long-machoire-de-34-po
"Gray Tools Combination Wrench 46mm, 12 Point, Black Oxide Finish","Gray Tools Combination Wrench 46mm, 12 Point, Black Oxide Finish",gray_tools,https://www.staples.ca/products/1637800-en-gray-tools-combination-wrench-46mm-12-point-black-oxide-finish
"Gray Tools Wrench Open End 9/16"" X 5/8"", 15Deg Head Angle, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1636128-en-gray-tools-wrench-open-end-916-x-58-15deg-head-angle-mirror-chrome-finish
"Gray Tools 64mm Striking Face Box Wrench, 45Deg Offset Head","Gray Tools 64mm Striking Face Box Wrench, 45Deg Offset Head",gray_tools,https://www.staples.ca/products/1637791-en-gray-tools-64mm-striking-face-box-wrench-45deg-offset-head
"Grip-on – Pince-étau de 6 po, ouverture de mâchoire de 2 1/8 po, long bec",,grip_on,https://www.staples.ca/products/1636251-fr-grip-on-pince-etau-de-6-po-ouverture-de-machoire-de-2-18-po-long-bec
"Gray Tools Combination Wrench 3-1/8"", 12 Point, Black Oxide Finish",,gray_tools,https://www.staples.ca/products/1638157-en-gray-tools-combination-wrench-3-18-12-point-black-oxide-finish
"Gray Tools – Cisailles à coupe droite de 10 po, avec poignées en vinyle",,gray_tools,https://www.staples.ca/products/1636699-fr-gray-tools-cisailles-a-coupe-droite-de-10-po-avec-poignees-en-vinyle
"Gray Tools Combination Wrench 2-3/8"", 12 Point, Black Oxide Finish",,gray_tools,https://www.staples.ca/products/1637959-en-gray-tools-combination-wrench-2-38-12-point-black-oxide-finish
"Gray Tools 5 Piece 6 & 12 Point SAE, 25Deg Offset Ratcheting Box Wrench Set, 1/4"" X 5/16""-3/4"" X 7/8""",,gray_tools,https://www.staples.ca/products/1637802-en-gray-tools-5-piece-6-12-point-sae-25deg-offset-ratcheting-box-wrench-set-14-x-516-34-x-78
"Pince-étau à pointe effilée coudée de 10 po,ouverture de mâchoire de 2 3/4 po, long bec courbé",,grip_on,https://www.staples.ca/products/1636521-fr-pince-etau-a-pointe-effilee-coudee-de-10-poouverture-de-machoire-de-2-34-po-long-bec-courbe
"Gray Tools 1-9/16"" 12 Point, Flat Ratcheting Single Box Wrench, Vinyl Grip","Gray Tools 1-9/16"" 12 Point, Flat Ratcheting Single Box Wrench, Vinyl Grip",gray_tools,https://www.staples.ca/products/1637776-en-gray-tools-1-916-12-point-flat-ratcheting-single-box-wrench-vinyl-grip
"Gray Tools Combination Wrench 55mm, 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1637991-en-gray-tools-combination-wrench-55mm-12-point-satin-chrome-finish
"Impacto TS204 Thermo Wrap Ankle Support, Medium","IMPACTO Thermo Wrap Ankle Support. Pull-on style. Soft lining wicks away moisture and keeps skin warm. Ankle provides protection, support and thermal properties that aid in the rehabilitation of ankle and Achilles tendon injuries.",impacto,https://www.staples.ca/products/1743950-en-impacto-ts204-thermo-wrap-ankle-support-medium
"Gray Tools Combination Wrench 46mm, 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1637790-en-gray-tools-combination-wrench-46mm-12-point-satin-chrome-finish
"Gray Tools Combination Wrench 2-3/8"", 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1637986-en-gray-tools-combination-wrench-2-38-12-point-satin-chrome-finish
"Gray Tools 3/4"" Drive Micro-adjustable Torque Wrench, 100-600 Ft.lbs.","Gray Tools 3/4"" Drive Micro-adjustable Torque Wrench, 100-600 Ft.lbs.",gray_tools,https://www.staples.ca/products/1638242-en-gray-tools-34-drive-micro-adjustable-torque-wrench-100-600-ftlbs
"Gray Tools Combination Wrench 3/8"", 6 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1636120-en-gray-tools-combination-wrench-38-6-point-mirror-chrome-finish
"Gray Tools 2-3/16"" Striking Face Box Wrench, 45Deg Offset Head",,gray_tools,https://www.staples.ca/products/1637544-en-gray-tools-2-316-striking-face-box-wrench-45deg-offset-head
"Gray Tools 7/8"" Structural Wrench, Offset Head, 14-1/2"" Long",,gray_tools,https://www.staples.ca/products/1637079-en-gray-tools-78-structural-wrench-offset-head-14-12-long
"Gray Tools Combination Wrench 1-7/8"", 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1637774-en-gray-tools-combination-wrench-1-78-12-point-satin-chrome-finish
"Gray Tools – Pinces coupantes latérale profilées de 5 3/4 po, robuste avec poignées en vinyle et mâchoire de 3/4 po",,gray_tools,https://www.staples.ca/products/1636703-fr-gray-tools-pinces-coupantes-laterale-profilees-de-5-34-po-robuste-avec-poignees-en-vinyle-et-machoire-de-34-po
"Gray Tools Combination Wrench 8mm, 6 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1638348-en-gray-tools-combination-wrench-8mm-6-point-mirror-chrome-finish
"Gray Tools 24"" Heavy Duty Adjustable Wrench, Matt Finish",,gray_tools,https://www.staples.ca/products/1637969-en-gray-tools-24-heavy-duty-adjustable-wrench-matt-finish
"Gray Tools Slip Joint Plier, 10"" Long, 3/4"" Jaw",,gray_tools,https://www.staples.ca/products/1636588-en-gray-tools-slip-joint-plier-10-long-34-jaw
Gray Tools 3 Piece Heavy Duty Long Reach Plier Set,,gray_tools,https://www.staples.ca/products/1637951-en-gray-tools-3-piece-heavy-duty-long-reach-plier-set
"Gray Tools – Cisaille aviation cocheuse, longueur de 9 po, coupe continue de 7/8 po",,gray_tools,https://www.staples.ca/products/1636965-fr-gray-tools-cisaille-aviation-cocheuse-longueur-de-9-po-coupe-continue-de-78-po
"Gray Tools Combination Wrench 3-5/8"", 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1638206-en-gray-tools-combination-wrench-3-58-12-point-satin-chrome-finish
"Gray Tools 1-1/2"" Structural Wrench, Offset Head, 20"" Long",,gray_tools,https://www.staples.ca/products/1637547-en-gray-tools-1-12-structural-wrench-offset-head-20-long
"Gray Tools – Clé mixte de 14 mm, 12 pans, finition noir en oxyde",,gray_tools,https://www.staples.ca/products/1636184-fr-gray-tools-cle-mixte-de-14-mm-12-pans-finition-noir-en-oxyde
"Gray Tools Combination Wrench 3-3/4"", 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1638217-en-gray-tools-combination-wrench-3-34-12-point-satin-chrome-finish
"Gray Tools Combination Wrench 5/16"", 12 Point, Mirror Chrome Finish",,gray_tools,https://www.staples.ca/products/1636112-en-gray-tools-combination-wrench-516-12-point-mirror-chrome-finish
"Gray Tools Combination Wrench 80mm, 12 Point, Satin Chrome Finish",,gray_tools,https://www.staples.ca/products/1638172-en-gray-tools-combination-wrench-80mm-12-point-satin-chrome-finish
"Dynamic Tools – Ensemble de 12 clés à cliquet mixtes réversibles, métriques, 8 à 19 mm",,dynamic,https://www.staples.ca/products/1571518-fr-dynamic-tools-ensemble-de-12-cles-a-cliquet-mixtes-reversibles-metriques-8-a-19-mm
"ESR – Étui portefeuille Metro pour iPhone X, tissu et cuir PU, avec fente pour carte, noir",iPhone X,esr_gear,https://www.staples.ca/products/2907344-fr-esr-etui-portefeuille-metro-pour-iphone-x-tissu-et-cuir-pu-avec-fente-pour-carte-noir
"Gray Tools 1-11/16"" Strike-free Leverage Wrench, 45Deg Offset Head",,gray_tools,https://www.staples.ca/products/1637543-en-gray-tools-1-1116-strike-free-leverage-wrench-45deg-offset-head
